orientation_X,orientation_X,orientation_X,orientation_X,orientation_X,orientation_Y,orientation_Y,orientation_Y,orientation_Y,orientation_Y,orientation_Z,orientation_Z,orientation_Z,orientation_Z,orientation_Z,orientation_W,orientation_W,orientation_W,orientation_W,orientation_W,angular_velocity_X,angular_velocity_X,angular_velocity_X,angular_velocity_X,angular_velocity_X,angular_velocity_Y,angular_velocity_Y,angular_velocity_Y,angular_velocity_Y,angular_velocity_Y,angular_velocity_Z,angular_velocity_Z,angular_velocity_Z,angular_velocity_Z,angular_velocity_Z,linear_acceleration_X,linear_acceleration_X,linear_acceleration_X,linear_acceleration_X,linear_acceleration_X,linear_acceleration_Y,linear_acceleration_Y,linear_acceleration_Y,linear_acceleration_Y,linear_acceleration_Y,linear_acceleration_Z,linear_acceleration_Z,linear_acceleration_Z,linear_acceleration_Z,linear_acceleration_Z,surface_label,surface_label,surface_label,surface_label,surface_label
0.71672,0.73216,0.7244715625,0.724475,2.0144915649607946e-05,-0.68176,-0.66527,-0.673569375,-0.673555,2.3028547637796206e-05,-0.096524,-0.092845,-0.09457028125,-0.0946735,1.223150455708678e-06,0.11046,0.11286,0.111612578125,0.11178,5.993058993602346e-07,-0.12445,0.082783,-0.005330381640625,-0.0065498,0.001638401377972987,-0.094895,0.016472,-0.04176595625,-0.0403105,0.0005083784460832682,0.091554,0.16091,0.12536509375,0.122275,0.00027892879569192913,-1.0452,1.4633,0.3390995327578125,0.37024,0.27304446978455754,0.79891,4.6128,2.73717296875,2.8093500000000002,0.5242192339013532,-12.109,-7.5695,-9.38699765625,-9.463049999999999,0.9844618854275345,8,8,8.0,8.0,0.0
0.63671,0.64152,0.63926234375,0.63944,2.049983439960522e-06,-0.7625,-0.75841,-0.760342109375,-0.760195,1.5463632320370924e-06,-0.083338,-0.081675,-0.0823813984375,-0.0823785,1.7349334393456113e-07,0.079258,0.081262,0.0802057890625,0.080147,4.4030596302903975e-07,-0.082085,0.11785,-0.00084152265625,-0.00662805,0.0015228830267247583,-0.025119,0.076,0.0229578704578125,0.023605,0.000413899601210782,-0.10008,0.01433,-0.040162457421875,-0.036995,0.0009073622573784822,-2.2205,1.6457,0.11677084609374999,0.173165,0.4821300144209765,0.72036,5.129,2.5320440625,2.4897,0.9183064018054133,-12.839,-7.2426,-9.4885421875,-9.4401,0.9166050293873036,4,4,4.0,4.0,0.0
0.60883,0.61801,0.61241328125,0.611775,8.223060014763825e-06,-0.78486,-0.77768,-0.7820828125,-0.7825150000000001,5.078077066929765e-06,-0.087863,-0.085814,-0.08680621875,-0.086787,3.018664084645514e-07,0.074659,0.076724,0.0758047265625,0.07615949999999999,4.262933340920228e-07,-0.06531,0.056942,0.003335738203125,0.0056326499999999995,0.0007971302053874677,-0.049555,0.095889,0.0261833390625,0.027047,0.0006755885048860159,-0.14018,0.026424,-0.0722989203125,-0.07737949999999999,0.0017487149004973795,-2.2041,2.2427,0.004235109375,0.052601499999999995,0.6192328141242085,0.47335,4.3962,2.044984609375,1.9756,0.7196673116250436,-11.031,-8.1102,-9.63665625,-9.6045,0.37091018736220444,4,4,4.0,4.0,0.0
0.91584,0.92014,0.91717453125,0.91701,1.5479226131893741e-06,0.36096,0.37205,0.36843140625,0.369495,1.1819719266732322e-05,0.060167,0.062856,0.0616171328125,0.0615975,4.985060215920265e-07,0.13627,0.14117,0.1386971875,0.13835,1.8413384842519151e-06,-0.29963,0.37535,0.013960399296874999,0.0217365,0.016003525907076106,-0.16919,0.19104,0.0260981896875,0.0319995,0.005072256473001738,-0.22435,0.052567,-0.071670666703125,-0.056137,0.004345297905068907,-8.4657,6.0081,-0.14182261796874998,-0.092136,6.67754725711423,-4.259,7.7564,2.784822671875,2.8110999999999997,7.2549043492202365,-17.715,-2.0229,-9.51341171875,-9.7454,7.7214231933261575,1,1,1.0,1.0,0.0
-0.31796,-0.30007,-0.3069403125,-0.305785,2.966086131889788e-05,0.93603,0.9419,0.939565,0.9400649999999999,3.1680724409449285e-06,0.13963,0.14172,0.14087687499999998,0.140895,2.6070984251965484e-07,-0.05697,-0.054587,-0.055911484375,-0.055694999999999995,4.60555669045268e-07,-0.091341,0.085261,-0.00277575534375,-0.0041813,0.0016466410308721056,-0.068937,-0.0012353,-0.0308394015625,-0.0296415,0.00020574912324188742,0.01079,0.19054,0.1122984921875,0.12284,0.0023686961808345847,-0.85434,0.57182,-0.13396778125,-0.0850985,0.09711973006982214,0.39891,4.729,2.59566578125,2.7500999999999998,1.4155235633915104,-10.461,-8.3291,-9.4773546875,-9.51215,0.18053687745816896,4,4,4.0,4.0,0.0
0.65027,0.65418,0.652959921875,0.65347,1.3815598363684128e-06,-0.75042,-0.74715,-0.74814859375,-0.74763,1.115582258858221e-06,-0.083045,-0.080953,-0.081908265625,-0.08191899999999999,3.521284485728411e-07,0.084069,0.085863,0.084884984375,0.0847025,2.686342832185015e-07,-0.16548,0.17725,0.0037373289843749997,0.00734925,0.004155387034355174,-0.066875,0.115,0.01052788528125,0.005754850000000001,0.0010424611488003954,-0.12518,0.067991,-0.02680179296875,-0.029783,0.0017401331484329758,-1.8596,3.6474,0.3733500625,0.219825,0.965665195648138,-1.6045,5.0447,2.0988779453125,2.13775,2.819075229326855,-12.465,-6.5411,-9.5418609375,-9.51725,1.244402323501476,4,4,4.0,4.0,0.0
0.50796,0.52447,0.51642234375,0.5165599999999999,2.458339446358506e-05,0.83851,0.84864,0.843367890625,0.84338,8.984807326526612e-06,0.12911,0.13231,0.1304925,0.130455,5.163480314961056e-07,0.06862,0.071534,0.07053271875,0.0705015,4.302124084645676e-07,-0.49353,0.50348,0.007586392187500002,0.0004932500000000001,0.03277701699527789,-0.16329,0.16417,0.044692957375,0.047803,0.002415612779690955,-0.27887,-0.037855,-0.133304875,-0.12997999999999998,0.002563230389039369,-8.082,6.9654,-0.04629555468750001,0.033222,3.5763029264415254,-2.5659,8.3555,2.9652417578125,2.5896,4.354871813707539,-23.948,5.3205,-9.3501369375,-9.403500000000001,22.989738305591043,5,5,5.0,5.0,0.0
-0.87914,-0.86785,-0.874136796875,-0.8744700000000001,1.0719106982036745e-05,0.45301,0.4746,0.462770703125,0.46221999999999996,4.0249228635579646e-05,0.063893,0.065334,0.0645438046875,0.064562,1.3043592218256712e-07,-0.13412,-0.13086,-0.132327578125,-0.13226,7.740310962106893e-07,-0.215,0.1665,-0.00619008046875,-0.00092165,0.007029596387190247,-0.038689,0.11089,0.036430263984375,0.0391445,0.0009098807545622903,-0.21143,-0.084724,-0.145619765625,-0.142795,0.0010781866086218013,-1.5469,1.9739,0.145679890625,0.17234,0.5734653749750431,-0.93973,5.4321,2.602555625,2.7172,2.1614290712499984,-13.392,-3.6325,-9.42709921875,-9.3856,3.3261606777159205,0,0,0.0,0.0,0.0
-0.98069,-0.9593,-0.971316796875,-0.972045,3.947927863558269e-05,-0.23821,-0.12371,-0.179908671875,-0.179335,0.0011261546950725898,-0.045964,-0.028502,-0.0373638125,-0.037225999999999995,2.6560571555118148e-05,-0.1488,-0.14453,-0.146957109375,-0.14694000000000002,1.4785923658956601e-06,-0.080664,0.046295,-0.013111146015625,-0.012081,0.0007546785056844048,-0.281,-0.14948,-0.223107421875,-0.22426000000000001,0.0006134575279466045,0.65205,0.80218,0.71740484375,0.720585,0.0011862178645423358,-1.6382,2.253,0.44524745625,0.484345,0.7944623035265002,2.1282,4.766,3.38819140625,3.3898,0.34350519779958166,-10.752,-7.7411,-9.2153078125,-9.1775,0.4426165023006894,8,8,8.0,8.0,0.0
-0.9475,-0.91654,-0.933180234375,-0.93385,8.188752986589397e-05,0.28343,0.37142,0.326243828125,0.32545999999999997,0.0006630191356237699,0.034029,0.047961,0.040746734375,0.040572,1.6970963991879856e-05,-0.14405,-0.14032,-0.14255421875,-0.14265,1.2783111958661193e-06,-0.041634,0.021675,-0.011689207125,-0.012993500000000002,0.00020789103246388692,-0.20222,-0.11836,-0.17305828125,-0.178565,0.0003612368647391738,0.50583,0.61941,0.565014609375,0.57184,0.0011974544203186498,-0.93361,1.7395,0.38927091953125,0.386355,0.24998974744357055,2.2468,3.601,2.82704609375,2.81945,0.10510041053580226,-10.131,-8.7536,-9.38285859375,-9.3828,0.0851025963035186,8,8,8.0,8.0,0.0
0.83752,0.84369,0.84077109375,0.8410150000000001,3.375800369095284e-06,-0.52448,-0.51472,-0.519245,-0.51871,9.274450393700025e-06,-0.075871,-0.0679,-0.0741940859375,-0.07481750000000001,3.949535890194405e-06,0.13281,0.13693,0.134036171875,0.133735,1.1323387733759103e-06,-0.68847,0.45976,0.02121513578125,0.0023752,0.027734944060109106,-0.35612,0.55425,0.052899070890625004,0.0397135,0.019710447745639004,-0.32555,0.68889,-0.032056234375,-0.079953,0.0366493562238659,-13.968,17.456,-0.10102765625000001,-0.26439999999999997,22.58729901201239,-16.732,17.261,3.097815296875,3.6033,18.686303082555373,-30.684,8.2774,-9.3311807890625,-9.06655,29.790808625128513,1,1,1.0,1.0,0.0
0.89443,0.92611,0.9110596875,0.9115,8.520125659449102e-05,-0.42193,-0.34696,-0.38401125,-0.383815,0.00047710374488189406,-0.056831,-0.045145,-0.050930640625,-0.0508435,1.1600236421013835e-05,0.13689,0.14106,0.1390721875,0.13882,1.426434547244065e-06,-0.072984,0.064109,-0.007721691015625,-0.0074774,0.000696713534507374,-0.1837,-0.12105,-0.150345390625,-0.148995,0.00019892432110605305,0.46092,0.53987,0.495245,0.491475,0.0003138838582677152,-0.83823,1.3364,0.4483161171875,0.507825,0.17224408863886018,1.6407,3.8246,2.925678125,2.9213500000000003,0.18646161621062995,-10.946,-7.8358,-9.3558375,-9.3751,0.4319732483464567,8,8,8.0,8.0,0.0
-0.83059,-0.79846,-0.815086796875,-0.814985,8.751831170644642e-05,0.53592,0.58252,0.55877515625,0.55933,0.00018896324564468368,0.076667,0.084824,0.08081753125,0.08098,4.998366597441001e-06,-0.13144,-0.12623,-0.128800859375,-0.128315,3.4401638225886713e-06,-0.258,0.25611,0.00846911640625,0.028148,0.009488158578514453,-0.0067577,0.23688,0.1139954375,0.11438,0.0024474764180674015,-0.48361,-0.25617,-0.34487734375,-0.34035000000000004,0.002254132773991145,-3.7825,5.3877,0.3842095453125,0.20854499999999998,3.2212351518966287,-0.31316,9.4872,3.2870300390625,2.8716,3.886907541087032,-14.21,-4.2697,-9.2614296875,-9.35745,3.597630324781003,1,1,1.0,1.0,0.0
-0.98232,-0.98104,-0.981796796875,-0.981745,1.3261564345478367e-07,0.10782,0.11887,0.113164375,0.11304,1.0372445275590525e-05,0.011878,0.013857,0.0125093828125,0.012393000000000001,2.1661143497785374e-07,-0.15308,-0.15084,-0.1519909375,-0.15203499999999998,2.611534448818967e-07,-0.23901,0.29787,-0.0011126371874999998,-0.00252275,0.014469602642688028,-0.16568,0.16026,0.023888393828125,0.0129935,0.0033797929556104484,-0.26081,0.14013,-0.068860078125,-0.07826,0.012626292550629597,-4.6389,5.3681,0.227495884375,0.24717,2.9758731203849687,-2.4934,8.392,3.003428015625,3.2106,4.52055129815135,-17.834,-2.9488,-9.44663828125,-9.19745,8.697960395767105,3,3,3.0,3.0,0.0
-0.85072,-0.8392,-0.84558578125,-0.845745,1.1531385211614113e-05,0.50378,0.522,0.51223203125,0.511575,2.9708436786417003e-05,0.068039,0.073077,0.070336921875,0.07020699999999999,1.2943087497539522e-06,-0.13596,-0.12962,-0.132708671875,-0.13264,2.187822631643713e-06,-0.73542,0.62214,-0.015153109375,0.0133195,0.0976879345370785,-0.28804,0.24564,-0.025817484375,-0.0405305,0.014294083191641958,-0.234,0.64432,0.129889278125,0.12593,0.026862296860281406,-12.129,13.029,0.299321140625,0.060519500000000004,20.31585999085523,-18.973,13.56,3.115893296875,3.5274,33.12295165065123,-26.821,6.7321,-9.3226944453125,-9.99045,49.56255454965991,1,1,1.0,1.0,0.0
0.32837,0.41626,0.37230929687500003,0.37234999999999996,0.0006554192113127435,-0.93275,-0.89705,-0.91570640625,-0.916105,0.00010825727832185203,-0.1383,-0.13185,-0.13527203125,-0.13534000000000002,3.4811926919291177e-06,0.055005,0.068159,0.0615904140625,0.061523999999999995,1.5032593268147163e-05,-0.015196,0.032994,0.00960456875,0.0095323,0.0001161688322225559,0.1622,0.20912,0.185975859375,0.186135,9.801085594857255e-05,-0.62005,-0.56717,-0.588061171875,-0.58677,0.00010646666082061922,-0.69836,0.5437,-0.053721928125,-0.0469235,0.07774080448515873,2.1372,3.3641,2.7854765625,2.7751,0.06880719818651554,-9.9418,-8.7788,-9.40027109375,-9.414000000000001,0.06701312679564483,8,8,8.0,8.0,0.0
-0.86324,-0.86058,-0.86179921875,-0.8617049999999999,5.848954478345473e-07,0.48281,0.48785,0.4855409375,0.48572,2.109153444881923e-06,0.067396,0.068319,0.0677527421875,0.0677295,3.5114192851870506e-08,-0.13088,-0.12903,-0.13022515625,-0.130295,1.5259840059052585e-07,-0.10594,0.1514,0.00946458984375,0.00834615,0.0029096478099261166,-0.10252,0.091933,-0.0018943627265625,-0.00388175,0.0021316149551139857,-0.067446,0.13281,0.02824623046875,0.026919,0.002981201340358356,-1.8976,2.6779,0.316932046875,0.26486,0.8916453023893991,0.88295,4.8677,2.740426953125,2.75035,0.5705640601536357,-13.773,-6.1866,-9.376775,-9.2409,2.404274841417322,0,0,0.0,0.0,0.0
-0.89643,-0.8743,-0.885795,-0.88612,4.358687716535319e-05,0.41767,0.46187,0.439315625,0.43889,0.00017401039330708622,0.057099,0.065211,0.060921484375,0.0606945,5.445602283218496e-06,-0.13673,-0.13427,-0.1357778125,-0.135955,5.524959645669277e-07,-0.073928,0.096183,0.0102898367890625,0.0080608,0.0011391216863773502,0.047038,0.18738,0.1020705546875,0.09899749999999999,0.0006696586605954108,-0.36663,-0.24359,-0.301726640625,-0.29961,0.0007045559405942425,-2.0776,1.9807,-0.06446657343750001,-0.13585,1.0323739127539202,0.82844,4.6888,2.81738859375,2.8218500000000004,0.6590735438972196,-11.465,-7.1767,-9.3825125,-9.5056,0.6233391330708662,4,4,4.0,4.0,0.0
0.95372,0.9643,0.959646171875,0.95989,9.201072631643352e-06,-0.26019,-0.21771,-0.23716140625,-0.23615,0.00014514534761319068,-0.033571,-0.026684,-0.0304449765625,-0.0309755,4.227154873462123e-06,0.14613,0.14895,0.147473984375,0.14749,3.703721887303107e-07,-0.39199,0.52188,0.00020314609375000165,-0.0149525,0.035292184731763133,-0.14797,0.31081,0.08925567625,0.08738499999999999,0.005609349104116796,-0.53479,-0.086007,-0.2701494296875,-0.24601,0.0074694565299792655,-4.8796,7.0151,-0.016094687500000017,0.0012260000000000005,5.8714726545064195,-4.9825,8.789,2.7763097109375,2.99965,7.407307624077564,-24.702,5.1617,-9.20448,-9.4419,24.319070998425186,5,5,5.0,5.0,0.0
-0.050463,-0.047874,-0.0487302421875,-0.0484965,6.704614133243157e-07,0.98731,0.98747,0.987400625,0.98741,2.511417322853701e-09,0.14954,0.15031,0.14992703125,0.14991,4.242733759842466e-08,-0.013933,-0.013529,-0.013678875,-0.0136235,1.857896062992024e-08,-0.040841,0.033741,-0.0022155762578125,-0.0041052499999999995,0.0003685969465950079,-0.01412,0.012067,-0.0012828993125000002,-0.0019275,3.035245322678306e-05,-0.011551,0.042199,0.0135561897890625,0.014876,0.0001752345467999848,-0.042211,0.21782,0.0930460015625,0.10102,0.0045341383406811,1.8249,4.1218,2.91069140625,2.8030999999999997,0.4077167335476131,-9.5182,-9.1967,-9.35215546875,-9.36445,0.005895147371432092,3,3,3.0,3.0,0.0
-0.75624,-0.68996,-0.723627421875,-0.723955,0.0003765518964505396,-0.70848,-0.63723,-0.673449375,-0.673735,0.000435935572834645,-0.11047,-0.10015,-0.105411015625,-0.10542,8.883933606053248e-06,-0.10958,-0.099023,-0.1043662265625,-0.10419,1.0315484523068386e-05,-0.040928,0.056449,0.007754289375,0.00885575,0.0003661003829923195,0.15194,0.22517,0.1861153125,0.183785,0.00026337987549212574,-0.62585,-0.55965,-0.594038125,-0.596055,0.0002466647476377963,-1.1641,1.2437,-0.119955289140625,-0.0550755,0.2654537312641386,1.6127,3.8823,2.80643515625,2.89195,0.277834307651944,-10.271,-8.421,-9.396657812499999,-9.394549999999999,0.1489878794660434,8,8,8.0,8.0,0.0
0.61093,0.62055,0.613883125,0.612735,8.251731889762973e-06,-0.78325,-0.77513,-0.780655703125,-0.7815300000000001,5.792268793062271e-06,-0.088529,-0.087304,-0.0880918203125,-0.088193,1.324539753321859e-07,0.075071,0.079439,0.0771243828125,0.077095,1.7066033247416069e-06,-0.11199,0.07167,-0.020397478125,-0.019729999999999998,0.0013336701111318012,-0.027317,0.079648,0.03082726875,0.028895999999999998,0.0005119732765873624,-0.18479,0.013404,-0.079290830703125,-0.07394049999999999,0.0030842476582281647,-1.186,1.0193,0.024404898437500003,0.059443499999999996,0.19167119403330463,0.69079,3.5454,2.282342109375,2.33705,0.3356635061663816,-11.692,-7.1821,-9.5162859375,-9.551,0.755008636966044,4,4,4.0,4.0,0.0
0.67535,0.69285,0.685283046875,0.68606,2.715402292692124e-05,0.70529,0.72211,0.7126259375,0.7119800000000001,2.4415660531495412e-05,0.11002,0.11391,0.1117065625,0.11152,1.397709350393719e-06,0.098442,0.10192,0.1001010390625,0.099991,8.757119118479223e-07,-0.26475,0.37044,-0.0039413109374999995,-0.00709895,0.017028589019076088,-0.23505,0.13246,-0.04209391725,-0.042814,0.005781018054996181,0.051945,0.28376,0.149242953125,0.141065,0.003478395929478098,-9.6687,6.2906,0.3110822265625,0.523485,6.7115532912759575,-3.854,7.7253,2.67121384375,2.7399500000000003,5.869966156479155,-22.621,-0.35364,-9.324719375,-9.547550000000001,13.604968744245275,5,5,5.0,5.0,0.0
-0.97647,-0.97491,-0.975615546875,-0.97567,1.5498552534454093e-07,0.15365,0.16233,0.158480390625,0.15837,5.2522258304627106e-06,0.014908,0.018015,0.01657821875,0.016618,6.804774320866069e-07,-0.15284,-0.14917,-0.1509178125,-0.15104,9.009038385826536e-07,-0.43263,0.64389,0.00250895234375,0.0048697,0.03843448993174992,-0.2798,0.23127,-0.012651415625,-0.0125225,0.010328374340911248,-0.13583,0.29824,0.051930755703125,0.0518965,0.008641464814425494,-6.0622,6.8348,0.55849665,0.81687,9.04324980764165,-5.0662,12.647,2.91928990625,2.8394500000000003,8.145509197707817,-23.555,7.6399,-9.374386328125,-9.28705,23.28133749676043,3,3,3.0,3.0,0.0
0.72429,0.72585,0.724769453125,0.72457,1.7552017101380747e-07,-0.67356,-0.67195,-0.673076953125,-0.67336,2.0765914739173413e-07,-0.096598,-0.095297,-0.0958895390625,-0.0958595,1.2980467562745062e-07,0.11125,0.11226,0.111723046875,0.11171,8.37284387303151e-08,-0.10053,0.1289,-0.001385935234375,-0.0017859,0.003182538704953585,-0.044201,0.078732,0.007859463515625,0.00609755,0.0005659187795077884,-0.087535,0.021487,-0.02182002671875,-0.022822500000000003,0.00038621245626359844,-1.6351,1.897,0.1217535546875,0.17596,0.7968143803714932,-0.41846,4.9222,2.4964342109375,2.55125,1.871029470856939,-12.497,-6.3611,-9.45795390625,-9.55685,1.2139804269137553,8,8,8.0,8.0,0.0
0.49525,0.49868,0.496373203125,0.49589000000000005,1.0837022576279071e-06,-0.85615,-0.8542,-0.8554643749999999,-0.855715,3.6819803149612713e-07,-0.12456,-0.12345,-0.12415078125,-0.12415,6.020883366141862e-08,0.079457,0.080322,0.07987453125,0.079875,6.402073917323525e-08,-0.034945,0.046761,0.0039477475,0.00450385,0.0004441098847231307,-0.003247,0.055979,0.0258904923828125,0.023216,0.00025231824143561555,-0.14394,0.004369,-0.07235667,-0.069555,0.001995496703135318,-0.34091,0.50378,0.0017946476562500002,0.0059799499999999995,0.0258362410897685,0.42907,3.2028,2.016429765625,2.05495,0.35110304026844846,-10.149,-9.1988,-9.6299453125,-9.625,0.031050413993602182,1,1,1.0,1.0,0.0
0.87408,0.88239,0.878468828125,0.8785350000000001,6.191769482037539e-06,-0.4629,-0.44639,-0.454338125,-0.454185,2.4368535039369584e-05,-0.061102,-0.058878,-0.05990240625,-0.0598,5.089578494094468e-07,0.13401,0.13656,0.13509203125,0.13505,6.138037155512317e-07,-0.10584,0.0957,0.0070513684374999995,0.00474675,0.0014997404298274805,-0.10461,0.039487,-0.0339567431796875,-0.0333035,0.001121753908046868,0.063972,0.15806,0.116095484375,0.11843999999999999,0.00037289371253518684,-1.738,1.928,0.3048197475,0.182215,0.5369154759758743,0.84519,4.729,2.936482734375,2.97165,0.6300722857318342,-12.38,-7.2681,-9.34527890625,-9.33585,0.9196199780554869,8,8,8.0,8.0,0.0
-0.98802,-0.98674,-0.987633125,-0.9876750000000001,1.2784055118102825e-07,0.037654,0.064192,0.048411828125,0.04718,6.062634170250975e-05,-0.003863,0.00047961,-0.001957586375,-0.0021949,1.5939295344550236e-06,-0.14983,-0.14802,-0.148898984375,-0.14884999999999998,2.5051943282483523e-07,-0.074716,0.087149,6.049874999999974e-05,-0.00186115,0.00146326995138272,0.021516,0.095157,0.0538597109375,0.049278,0.0003501218129630287,-0.28849,-0.059946,-0.159155484375,-0.15832000000000002,0.0033684855659525084,-0.86035,1.1635,0.2573082890625,0.2439,0.19664854973393947,1.0293,4.5233,2.98420859375,3.1765499999999998,1.0904738554373774,-10.481,-8.0344,-9.3136453125,-9.30625,0.2380487763558071,6,6,6.0,6.0,0.0
0.90922,0.91765,0.914319375,0.9148700000000001,5.887601181102227e-06,0.36634,0.38702,0.374970546875,0.37371,3.6085430407234556e-05,0.065133,0.068734,0.0667776484375,0.06699949999999999,1.1114251273991063e-06,0.13582,0.13958,0.1375275,0.13739,1.1074866141732902e-06,-0.21473,0.29748,0.008573292109375,0.009546550000000001,0.008091199008794682,-0.095873,0.20778,0.0472923471875,0.0425585,0.00570382730011424,-0.26352,-0.027306,-0.1347881015625,-0.13020500000000002,0.0030701870415722797,-3.5478,5.8445,0.054565109375000004,-0.175,3.2305867989921127,-2.0111,7.7003,3.2230557109375,3.1712499999999997,3.292234466898411,-16.334,-2.3895,-9.35422890625,-9.8147,6.240626931205094,1,1,1.0,1.0,0.0
-0.092134,-0.0083507,-0.05108317265625,-0.051503,0.0006049946048084594,-0.98867,-0.98447,-0.98711296875,-0.98737,1.6224698572838407e-06,-0.14991,-0.1493,-0.14960859375,-0.149615,2.3546038385833493e-08,-0.0057975,0.0067492,0.0004438385390625,0.000471285,1.380236700629634e-05,-0.056441,0.056419,-0.004879407859375,-0.000551345,0.0004519100406965601,-0.18858,-0.11164,-0.15248734375,-0.153125,0.0002675350779281498,0.44761,0.53963,0.502572421875,0.506365,0.0004201368405450346,-0.68354,1.68,0.406141926171875,0.35634,0.24152083603533472,1.7463,4.0542,2.82307109375,2.74855,0.15656202427595972,-10.872,-8.0692,-9.412178125,-9.363150000000001,0.2559061125885826,8,8,8.0,8.0,0.0
-0.15378,-0.13553,-0.144340390625,-0.14399,3.0249797484006022e-05,0.97645,0.97917,0.97793328125,0.97797,7.101025344483665e-07,0.14705,0.14921,0.148006015625,0.14793499999999998,2.797028973917283e-07,-0.030855,-0.028447,-0.0295728359375,-0.0295205,3.0050574452509547e-07,-0.34934,0.30188,-0.005991448359374999,-0.0059731,0.015603152451324378,-0.20585,0.25173,-0.02526042320546875,-0.022683000000000002,0.004174688612739309,-0.011878,0.20842,0.11225111640625,0.112155,0.002692275482143903,-9.7902,6.9607,0.13971618984375,0.210425,2.8171069136835025,-3.8235,8.0023,3.076765496328125,3.0554,5.417426382053239,-17.911,-2.192,-9.39961484375,-9.27645,9.228983731982654,3,3,3.0,3.0,0.0
0.45009,0.48404,0.46150078125,0.45841,9.973164347933072e-05,0.86244,0.88055,0.874612734375,0.876355,2.80483948265257e-05,0.13306,0.13583,0.134750546875,0.134755,6.301989111713111e-07,0.060238,0.064818,0.0614975703125,0.060851,1.7760584674582135e-06,-0.03054,0.028512,0.0005636352343749999,0.00315905,0.00018355165758441246,0.001508,0.17082,0.071448246875,0.05289,0.002102956723822353,-0.51677,-0.045037,-0.2367596015625,-0.20111,0.01925977002587937,-0.53203,1.3018,0.4854099765625,0.5146900000000001,0.14165381217597983,1.0853,2.8898,1.991009375,2.0726500000000003,0.17218189014763735,-10.015,-9.0785,-9.62305078125,-9.632650000000002,0.028436871023007168,1,1,1.0,1.0,0.0
0.69276,0.69548,0.69372828125,0.693425,7.126111958662218e-07,-0.70523,-0.70254,-0.70426140625,-0.7045250000000001,6.833885580707649e-07,-0.10396,-0.10085,-0.1021621875,-0.10211,3.715684055118117e-07,0.10931,0.11232,0.1109884375,0.111065,2.4552194881889707e-07,-0.64179,0.66677,-0.004305857812500001,-0.0181235,0.06542516870652153,-0.31287,0.39157,0.00968986796875,0.009939900000000002,0.00952217770159605,-0.17189,0.14137,-0.021335072734375,-0.015923,0.00361557931195563,-6.8999,8.7649,-0.1615056953125,-0.396905,8.59041765188183,-5.2184,9.0858,2.90931540703125,2.8734,5.493138639541446,-28.187,6.1168,-9.506159921875,-9.7424,41.93637153552046,5,5,5.0,5.0,0.0
-0.83909,-0.83618,-0.8382225,-0.83845,6.07615748031369e-07,0.52232,0.52622,0.52352484375,0.522905,1.1878031250001481e-06,0.074198,0.078026,0.0756643203125,0.07559450000000001,9.306510225762559e-07,-0.1337,-0.13133,-0.132574453125,-0.132715,5.566926119586513e-07,-0.17274,0.18907,-0.007767241953125,0.002471375,0.008326084739134994,-0.084876,0.071423,-0.011427829453125,-0.0059507499999999994,0.0009840859061663642,-0.057586,0.12417,0.024687968203125,0.02173,0.0020105500073917286,-1.7199,2.9255,0.35402691406250003,0.282945,0.971494877948457,-2.2226,7.444,2.85193016640625,2.9856,7.193588860739671,-12.524,-6.5413,-9.37525390625,-9.4407,1.6613996050239905,1,1,1.0,1.0,0.0
-0.88782,-0.88653,-0.887420390625,-0.887555,1.0293291707677057e-07,0.43594,0.43849,0.43662625,0.43645,4.1993700787398727e-07,0.060382,0.061817,0.06110790625,0.061190499999999995,1.9926988090550757e-07,-0.13545,-0.13353,-0.134565234375,-0.13457,2.8202671628936153e-07,-0.22359,0.25665,0.006080033875,-0.0035651,0.00845911054443897,-0.078873,0.10002,0.009613491093750001,0.011528,0.0018785796009384993,-0.090438,0.075643,-0.005971760703125,-0.00769495,0.0017714512354150775,-1.6548,2.6822,0.21979939375,0.227215,0.5840601375851198,-1.1575,6.1433,2.6827001796875,2.5474,3.2646085659119124,-14.458,-4.7186,-9.35114296875,-9.37965,3.962896110186394,0,0,0.0,0.0,0.0
0.64211,0.64647,0.644755859375,0.645025,1.6601346887299165e-06,-0.75804,-0.75423,-0.75575421875,-0.755565,1.289678125000047e-06,-0.081657,-0.080692,-0.081102375,-0.0810685,6.819078740157177e-08,0.079918,0.081597,0.0809013125,0.0809615,2.9779268897637824e-07,-0.10406,0.084332,-0.004157630390625,-0.00107663,0.001205781197748457,-0.036058,0.066353,0.016453962421875,0.0162745,0.0005532685534729709,-0.12282,0.030819,-0.0347979770390625,-0.0314645,0.0009725905331798831,-1.3731,1.5568,0.167164554296875,0.132955,0.35566897070395936,0.19748,3.871,2.3089490625,2.34985,0.7162305980180117,-11.773,-6.8536,-9.48071953125,-9.46925,0.7806877894580462,4,4,4.0,4.0,0.0
